timestamp,Bessakerfjellet_production,Bjerkreim_production,Buheii_production,Dønnesfjord_production,Egersund_production,Fakken_production,Frøya_production,Geitfjellet_production,Gismarvik_production,Guleslettene_production,Hamnefjell_production,Haram_production,Harbaksfjellet_production,Havøygavlen_production,Hennøy_production,Hitra_production,Hitra 2_production,Hundhammerfjellet_production,Høg-Jæren_production,Karmøy Hywind_production,Kjølberget_production,Kjøllefjord_production,Kvenndalsfjellet_production,Kvitfjell-Raudfjell_production,Lindesnes_production,Lista_production,Lutelandet_production,Marker_production,Mehuken_production,Midtfjellet_production,Måkaknuten_production,Nygårdsfjellet_production,Odal_production,Okla_production,Raggovidda_production,Raskiftet_production,Roan_production,Røyrmyra_production,Sandøy_production,Skomakerfjellet_production,Skurvenuten_production,Smøla_production,Stigafjellet_production,Stokkfjellet_production,Storheia_production,Storøy_production,Svåheia_production,Sørfjord_production,Sørmarkfjellet_production,Tellenes_production,Tindafjellet_production,Tonstad_production,Tysvær_production,Utsira_production,Valsneset_production,Valsneset vindkraftverk_production,Vardafjellet_production,Ytre Vikna_production,Øyfjellet_production,Ånstadblåheia_production,Åsen II_production
2019-01-01 00:00:00,27488.7,301000.0,66619.6,2924.2,111210.0,5057.6,51817.5,133471.5,12600.0,193215.5,17013.3,33600.0,78290.4,10368.8,49095.9,43548.5,80021.5,12746.4,73600.0,5900.0,55493.2,5128.8,57823.2,15526.4,7200.0,71300.0,51300.0,54000.0,22689.2,149600.0,94600.0,30667.4,152933.9,21000.0,26501.0,110500.9,144589.7,2430.0,3623.2,3860.5,6900.0,132544.8,30100.0,36285.6,123219.9,6400.0,25200.0,693.3,57564.1,159989.2,10350.0,206623.2,47299.2,1200.0,3606.2,6301.9,30100.0,7965.3,129173.4,32751.3,1620.0
2019-01-01 01:00:00,18620.8,301000.0,62083.0,3921.0,111210.0,15357.2,50306.6,138848.8,12600.0,196422.2,9987.9,33600.0,103903.1,9473.0,48763.2,32178.9,65661.9,9030.1,73600.0,5900.0,55637.0,5721.5,56054.5,64690.1,7200.0,66700.0,51300.0,54000.0,24375.8,149600.0,94600.0,29637.2,150431.4,21000.0,36982.7,105843.4,108638.4,2430.0,3675.4,2500.0,6900.0,123942.3,30100.0,36285.6,99909.1,6400.0,25200.0,36.4,44879.4,159995.6,10350.0,204652.1,47300.0,1200.0,3363.8,5908.6,30100.0,5391.8,109025.6,38898.2,1620.0
2019-01-01 02:00:00,16044.1,301000.0,63544.7,5097.7,111210.0,21268.7,50783.3,150477.3,12519.7,197393.0,12236.5,33600.0,76255.8,6263.6,50353.9,27961.4,59529.1,9245.6,73600.0,5900.0,54006.7,24968.8,42751.7,120487.4,7200.0,71300.0,51300.0,54000.0,25356.4,149600.0,94600.0,25214.5,144189.0,21000.0,21899.1,86156.2,115040.3,2430.0,3652.8,2332.8,6900.0,108193.9,30085.6,33676.2,110585.9,6400.0,25200.0,3873.2,33915.3,159960.2,10350.0,205539.9,47300.0,1200.0,4066.7,4977.3,30100.0,5919.3,119532.7,47254.4,1620.0
2019-01-01 03:00:00,12786.2,301000.0,63921.8,3094.5,111210.0,18774.0,48092.4,171838.8,12093.1,197400.0,15626.9,33600.0,47038.4,40762.2,50399.6,32511.2,70293.0,17958.2,73600.0,2300.0,55187.0,38831.0,52439.7,134509.1,7200.0,69000.0,51300.0,53994.5,25410.0,149600.0,92679.9,18234.8,150431.4,21000.0,93912.2,86156.2,152358.7,2430.0,3568.7,2347.9,6900.0,92080.0,29639.4,28149.3,169980.7,6400.0,25200.0,37586.6,43104.4,159983.8,10350.0,204289.1,47300.0,1200.0,4580.6,7488.9,30100.0,10860.8,159491.0,50336.4,1620.0
2019-01-01 04:00:00,22629.1,301000.0,63921.8,7350.7,111210.0,16437.8,52916.3,162964.4,12421.5,197400.0,51729.2,33600.0,100860.3,40689.0,50400.0,32574.8,68809.1,28856.7,73600.0,2300.0,54306.5,35233.6,81939.3,123663.5,7200.0,66700.0,51300.0,53941.9,25410.0,149600.0,93574.0,9249.1,135904.3,21000.0,95297.5,67819.8,176428.8,2430.0,3703.2,4425.9,6900.0,100969.5,29981.8,42922.9,174911.3,6400.0,25200.0,73308.9,81652.4,159973.4,10350.0,205249.4,47300.0,1200.0,5827.8,8969.0,30100.0,21418.8,238095.5,50399.2,1620.0
2019-01-01 05:00:00,42866.3,299573.3,63060.7,14100.0,111210.0,13588.8,58580.1,160918.8,12363.0,197400.0,51749.3,33600.0,120112.3,40579.7,50399.6,46420.9,91242.5,36320.9,73600.0,2300.0,53753.5,33449.1,110278.3,158062.5,7200.0,71300.0,51219.7,53852.3,25410.0,149600.0,88305.8,3635.6,102912.4,21000.0,95731.5,39509.8,248372.0,2430.0,3756.7,9085.6,6900.0,149996.9,29406.9,57954.3,192526.6,6400.0,25200.0,75856.8,107646.8,159965.9,10350.0,208447.5,47300.0,1200.0,9886.0,12444.8,30100.0,21418.8,214313.8,50400.0,1620.0
2019-01-01 06:00:00,48997.8,298969.3,60515.1,14092.7,111210.0,9386.6,58772.0,170562.2,12315.0,197400.0,51749.3,33600.0,125544.5,39674.8,50399.1,55165.5,93600.0,52219.2,73600.0,2300.0,50992.7,35390.2,113029.7,179655.9,7200.0,71300.0,50340.9,53385.6,25410.0,143500.0,86557.6,4671.6,115815.3,21000.0,94310.5,83750.1,250358.3,2430.0,3747.6,10485.9,6900.0,150393.2,28960.1,81238.2,217844.8,6400.0,25200.0,66990.0,120249.0,159959.2,10350.0,207148.3,47300.0,1200.0,11550.0,12600.0,30100.0,33910.8,315391.2,50400.0,1620.0
2019-01-01 07:00:00,53586.6,300510.7,61854.7,14032.9,111210.0,5057.6,58772.2,178728.1,12315.0,180600.0,51566.4,33600.0,125997.1,39869.1,50400.0,55184.5,93600.0,54645.9,73600.0,5900.0,54885.8,36991.6,113400.0,156721.2,7200.0,71300.0,48401.2,53836.2,25410.0,143500.0,88695.2,8381.8,143672.6,16800.0,93408.8,91527.2,255598.9,2430.0,3808.7,11403.2,6900.0,150400.0,29150.2,88049.0,268657.8,6400.0,25200.0,63760.4,129057.1,159938.2,10350.0,207874.6,47300.0,1200.0,11550.0,12600.0,30100.0,39201.8,315391.2,50400.0,1620.0
2019-01-01 08:00:00,57213.4,300970.2,66133.0,13865.9,111210.0,16703.4,58772.0,177022.4,12437.1,180600.0,51740.9,33600.0,125999.5,40628.9,50400.0,55165.5,93600.0,54673.1,73600.0,5900.0,55803.4,32254.4,113391.1,135752.0,7200.0,71300.0,48321.8,53763.1,20790.0,143500.0,92336.8,12991.8,147165.5,12600.0,96368.3,106800.1,255591.4,2430.0,3808.7,13167.7,6900.0,150400.0,30100.0,87310.1,283428.6,6400.0,25200.0,53701.2,129982.9,159938.2,10350.0,208601.2,47300.0,1200.0,11550.0,12600.0,30100.0,39263.1,306287.1,50400.0,1620.0
2019-01-01 09:00:00,57679.0,301000.0,66133.0,13460.4,111210.0,52485.9,58772.0,179109.8,12437.1,168000.0,51698.9,33600.0,126000.0,40288.4,50400.0,55176.9,93600.0,54753.8,73600.0,5900.0,55900.0,29790.2,113400.0,271560.0,7200.0,71300.0,47045.0,53739.0,20790.0,139900.0,92336.8,16746.9,146861.9,12600.0,78440.5,111076.5,255600.0,2430.0,3824.0,13200.0,6900.0,150400.0,30100.0,88192.2,286605.2,6400.0,25200.0,63760.4,130189.4,159938.2,10350.0,208601.2,47300.0,1200.0,11550.0,12600.0,30100.0,39270.0,357284.7,50400.0,1620.0
2019-01-01 10:00:00,57750.0,301000.0,66133.0,12321.2,111210.0,50566.7,58772.0,179876.2,12555.7,163800.0,51063.5,33600.0,126000.0,37043.8,50400.0,55190.2,93600.0,54760.0,73600.0,5900.0,55900.0,35318.4,113400.0,271654.4,7200.0,71300.0,46585.4,53518.7,20790.0,139900.0,94134.5,11315.2,143228.8,12600.0,62828.8,111599.4,255600.0,2430.0,3832.5,13200.0,6900.0,150390.7,30100.0,88198.3,287837.8,6400.0,25200.0,73247.8,130200.0,159924.4,10350.0,208849.9,47300.0,1200.0,11550.0,12600.0,30100.0,39270.0,387286.7,50400.0,1620.0
2019-01-01 11:00:00,57750.0,301000.0,65593.5,10352.1,111210.0,42716.9,58776.2,180590.3,12286.8,176400.0,41103.5,33600.0,126000.0,32173.3,50400.0,55194.0,93600.0,54760.0,73600.0,5900.0,55692.6,32347.6,113400.0,264055.5,7200.0,71299.9,46585.4,53651.3,20790.0,143500.0,94560.2,13203.6,153062.8,12600.0,48564.9,111600.0,241200.0,2430.0,3810.9,13200.0,6900.0,150389.1,30100.0,88200.0,287984.5,6400.0,25200.0,59272.1,130195.7,159859.0,10350.0,208849.9,47300.0,1200.0,11550.0,12600.0,30100.0,39270.0,396858.7,50400.0,1620.0
2019-01-01 12:00:00,57750.0,301000.0,61451.8,9172.4,111210.0,35703.8,58785.5,180595.7,12359.1,180600.0,18154.3,33600.0,126000.0,30914.2,50400.0,55200.0,93600.0,54760.0,73600.0,2300.0,54573.2,33932.5,113400.0,269610.6,7200.0,71299.6,46192.9,53651.3,23100.0,143500.0,94600.0,22581.6,159330.3,12600.0,83604.7,111600.0,115200.0,2430.0,3625.2,13200.0,6900.0,150378.5,30100.0,88200.0,287996.5,6400.0,25200.0,86072.8,130200.0,159852.5,10350.0,205852.8,47300.0,1200.0,11550.0,12600.0,30100.0,39270.0,399008.2,50400.0,1620.0
